adult,budget,genres,id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,collection_name,collection_id,genre_ids,production_companies_ids,actor_1_name,actor_1_gender,actor_1_id,actor_2_name,actor_2_gender,actor_2_id,actor_3_name,actor_3_gender,actor_3_id,actor_4_name,actor_4_gender,actor_4_id,actor_5_name,actor_5_gender,actor_5_id,director_name,director_gender,director_id,keyword_1_name,keyword_1_id,keyword_2_name,keyword_2_id,keyword_3_name,keyword_3_id,keyword_4_name,keyword_4_id,keyword_5_name,keyword_5_id
False,127500000,"Animation, Family",10567,en,9.998415,"Walt Disney Pictures, Walt Disney Feature Animation",US,2000-05-19,354248063.0,82.0,English,Dinosaur,6.2,563.0,,,"16, 10751","2, 10217",D. B. Sweeney,2,61962,Alfre Woodard,1,1981,Ossie Davis,2,15531,Max Casella,2,7133,Hayden Panettiere,1,17265,Ralph Zondag,2,65855,cataclysm,843,asteroid,1423,leader,3077,comet,4803,animation,10336
False,0,"Drama, Comedy, Romance, Family",10642,en,6.244901,Columbia Pictures,US,2000-07-21,0.0,98.0,English,Loser,5.0,122.0,,,"18, 35, 10749, 10751",5,Jason Biggs,2,21593,Mena Suvari,1,8211,Zak Orth,2,6212,Thomas Sadoski,0,1218218,Jimmi Simpson,2,22125,Amy Heckerling,1,57434,college,3616,lost and found,178226,older brother younger sister,178229,woman director,187056,young adult,206298
False,16000000,"Comedy, Adventure",9285,en,8.00158,"DreamWorks SKG, The Montecito Picture Company",US,2000-05-19,119754278.0,93.0,English,Road Trip,5.9,550.0,Road Trip Collection,96679,"35, 12","27, 2364",Breckin Meyer,2,33654,Seann William Scott,2,57599,Amy Smart,1,20189,Paulo Costanzo,2,57133,DJ Qualls,2,132078,Todd Phillips,2,57130,female nudity,293,sex,572,sexism,4411,sperm bank,5098,erection,6935
False,0,"Action, Comedy, Crime",10569,en,9.569183,DreamWorks SKG,US,2000-05-19,0.0,94.0,English,Small Time Crooks,6.4,155.0,,,"28, 35, 80",27,Woody Allen,2,1243,Carolyn Saxon,0,65850,Tracey Ullman,0,30364,Michael Rapaport,2,4688,Tony Darrow,2,11482,Woody Allen,2,1243,bank,974,restaurant,1946,role of women,2273,bank robber,2492,wife,4183
False,0,"Drama, Horror",21484,fr,10.505671,"Gaumont, Oliane Productions, Marianne Productions","DE, FR",1981-05-27,0.0,123.0,"English, Français, Deutsch",Possession,6.9,153.0,,,"18, 27","9, 1060, 1497",Isabelle Adjani,1,6553,Sam Neill,2,4783,Margit Carstensen,1,20017,Heinz Bennent,2,10263,Johanna Hofer,0,94324,Andrzej Żuławski,2,32082,germany,74,adultery,596,monster,1299,hysteria,5083,investigation,5340
False,125000000,"Adventure, Action, Thriller",955,en,18.97178,"Paramount Pictures, Cruise/Wagner Productions, Munich Film Partners & Company (MFP) MI2 Productions","DE, US",2000-05-24,546388105.0,123.0,English,Mission: Impossible II,5.9,1966.0,Mission: Impossible Collection,87359,"12, 28, 53","4, 44, 51199",Tom Cruise,2,500,Dougray Scott,2,15336,Thandie Newton,1,9030,Ving Rhames,2,10182,Richard Roxburgh,2,12206,John Woo,2,11401,terror,321,spain,514,cia,591,helicopter,720,secret identity,1308
False,55000000,"Adventure, Action, Comedy, Western",8584,en,10.308442,"Spyglass Entertainment, Roger Birnbaum Productions, Touchstone Pictures","HK, US",2000-05-26,56932305.0,110.0,"English, 普通话, Español",Shanghai Noon,6.2,756.0,Shanghai Noon Collection,59567,"12, 28, 35, 37","158, 961, 9195",Jackie Chan,2,18897,Owen Wilson,2,887,Lucy Liu,1,140,Xander Berkeley,2,3982,Roger Yuan,2,2974,Tom Dey,2,46076,princess,7376,sioux,8099,travel,9935,rescue,10084,native american,10322
False,923000,"Adventure, Comedy, Drama",962,en,6.202041,Charles Chaplin Productions,US,1925-06-25,2500000.0,95.0,English,The Gold Rush,7.7,308.0,,,"12, 35, 18",1315,Charlie Chaplin,2,13848,Georgia Hale,1,14434,Mack Swain,2,14435,Tom Murray,2,14437,Henry Bergman,2,14438,Charlie Chaplin,2,13848,river,1261,gold,1321,dance,1691,worker,2346,cabin,3623
False,6500000,"Adventure, Action, Thriller",668,en,9.356264,"United Artists, Eon Productions, Danjaq","GB, US",1969-12-12,81974493.0,142.0,"English, Deutsch",On Her Majesty's Secret Service,6.5,464.0,James Bond Collection,645,"12, 28, 53","60, 7576, 10761",George Lazenby,2,10167,Diana Rigg,1,10168,Telly Savalas,2,10169,Gabriele Ferzetti,2,4961,Ilse Steppat,0,10170,Peter R. Hunt,0,9868,london england,212,suicide,236,england,392,switzerland,1223,secret identity,1308
False,14000000,"Adventure, Action, Thriller",691,en,9.781451,"United Artists, Eon Productions, Danjaq","GB, US",1977-07-07,185438673.0,125.0,"English, Italiano, العربية",The Spy Who Loved Me,6.6,515.0,James Bond Collection,645,"12, 28, 53","60, 7576, 10761",Roger Moore,2,10222,Barbara Bach,1,10458,Curd Jürgens,2,10459,Richard Kiel,0,10460,Caroline Munro,1,10461,Lewis Gilbert,2,10076,london england,212,submarine,339,england,392,assassination,441,spy,470
False,34000000,"Action, Adventure, Thriller, Science Fiction",698,en,10.576273,"United Artists, Eon Productions","FR, GB, US",1979-06-26,210308099.0,126.0,"English, Italiano",Moonraker,5.9,551.0,James Bond Collection,645,"28, 12, 53, 878","60, 7576",Roger Moore,2,10222,Lois Chiles,1,10475,Michael Lonsdale,2,2369,Corinne Cléry,1,10476,Richard Kiel,0,10460,Lewis Gilbert,2,10076,venice,110,mass murder,1583,space marine,1826,space suit,1828,marcus square,2711
False,7000000,"Adventure, Action, Thriller",682,en,12.127492,"United Artists, Eon Productions, Danjaq","GB, US",1974-12-01,97572000.0,125.0,"ภาษาไทย, 广州话 / 廣州話, English",The Man with the Golden Gun,6.4,533.0,James Bond Collection,645,"12, 28, 53","60, 7576, 10761",Roger Moore,2,10222,Christopher Lee,2,113,Britt Ekland,1,10341,Maud Adams,1,10342,Hervé Villechaize,2,10343,Guy Hamilton,2,9915,london england,212,england,392,martial arts,779,assassin,782,exotic island,911
False,30000000,"Crime, Comedy",9600,en,7.978985,"Twentieth Century Fox Film Corporation, Regency Enterprises","DE, US",2000-05-31,173959438.0,98.0,English,Big Momma's House,5.6,514.0,Big Momma's House Collection,44979,"80, 35","306, 508",Martin Lawrence,2,78029,Nia Long,1,9781,Paul Giamatti,2,13242,Jascha Washington,2,58147,Terrence Howard,2,18288,Raja Gosnell,2,1215,绝地奶霸,228342,卧底肥妈,228343,big爆任务,228344,超级妈妈,228345,,
False,4800000,"Thriller, Drama, Crime, Romance",2768,en,11.53267,Paramount Pictures,US,1980-02-08,22743674.0,117.0,"English, Français, Deutsch, svenska",American Gigolo,5.9,137.0,,,"53, 18, 80, 10749",4,Richard Gere,2,1205,Lauren Hutton,1,27964,Judith Ransdell,0,27965,Héctor Elizondo,2,1210,K Callan,1,41729,Paul Schrader,0,1035,suspicion of murder,2619,gigolo,3248,callboy,6739,,,,
False,6000000,"Action, Adventure, Drama, War",10911,en,8.522673,"Columbia Pictures, Highroad Productions","GB, US",1961-04-27,28900000.0,158.0,"English, Deutsch, ελληνικά",The Guns of Navarone,7.3,191.0,Navarone Collection,366826,"28, 12, 18, 10752","5, 18705",Gregory Peck,2,8487,David Niven,2,14261,Anthony Quinn,2,5401,Stanley Baker,2,67449,Anthony Quayle,2,14371,J. Lee Thompson,0,18669,based on novel,818,world war ii,1956,fort,4268,allied,5300,army,6092
False,0,"Drama, Romance",6003,en,6.99099,"Paramount Pictures, Dino de Laurentiis Cinematografica, BHE Films, Verona Produzione","IT, GB",1968-04-02,38901218.0,138.0,"English, Italiano",Romeo and Juliet,7.3,145.0,,,"18, 10749","4, 1216, 2008, 10520",Leonard Whiting,2,30426,Olivia Hussey,1,24695,John McEnery,2,24498,Michael York,2,13919,Milo O'Shea,2,47137,Franco Zeffirelli,2,24657,male nudity,255,new love,1605,lover (female),1808,love of one's life,2038,forbidden love,3691
False,2600000,"Western, Comedy",11072,en,13.233262,"Crossbow Productions, Warner Bros.",US,1974-02-07,119500000.0,93.0,"English, Deutsch, ",Blazing Saddles,7.2,619.0,,,"37, 35","1296, 6194",Cleavon Little,2,68091,Gene Wilder,2,3460,Harvey Korman,2,13640,Slim Pickens,2,14253,Madeline Kahn,1,29803,Mel Brooks,2,14639,gun,1419,saloon,1582,governor,5744,marching band,8009,comedy,10267
False,0,"Comedy, Music, Romance",13368,en,6.723456,Paramount Pictures,US,1954-10-13,0.0,120.0,"English, Português",White Christmas,6.9,111.0,,,"35, 10402, 10749",4,Bing Crosby,2,24937,Danny Kaye,2,70668,Rosemary Clooney,1,77674,Vera-Ellen,0,77675,Dean Jagger,0,29313,Michael Curtiz,0,4109,show business,837,sister sister relationship,1156,stage show,6415,song and dance,165643,christmas,207317
False,10000,"Drama, Fantasy, Horror, Science Fiction",985,en,7.871001,"American Film Institute (AFI), Libra Films",US,1977-03-19,7000000.0,89.0,English,Eraserhead,7.5,500.0,,,"18, 14, 27, 878","12226, 17877",Jack Nance,2,6718,Charlotte Stewart,1,14794,Allen Joseph,2,14795,Jeanne Bates,1,14796,Judith Roberts,1,14797,David Lynch,2,5602,baby,1009,mutant,1852,claustrophobia,2147,nightmare,3030,parents-in-law,3453
False,4000000,Documentary,14002,en,9.925348,Magidson Films,US,1992-09-15,0.0,96.0,English,Baraka,8.0,156.0,,,99,10986,,,,,,,,,,,,,,,,Ron Fricke,2,68994,indigenous,1551,time,3667,community,5890,prayer,6157,spirituality,10706
False,600000,Western,938,it,13.295342,"Constantin Film Produktion, Produzioni Europee Associati (PEA)","IT, ES, DE",1965-12-18,15000000.0,132.0,Italiano,For a Few Dollars More,7.8,988.0,The Man With No Name Collection,48317,37,"5755, 7508",Clint Eastwood,2,190,Lee Van Cleef,2,4078,Gian Maria Volonté,0,14276,Mario Brega,2,16318,Klaus Kinski,2,14277,Sergio Leone,2,4385,bounty hunter,801,rural setting,11004,pot smoking,11488,beard,33678,death,34079
False,0,"Action, Crime, Thriller",10648,en,10.226181,Warner Bros.,US,1973-12-23,39768000.0,124.0,"English, Español",Magnum Force,7.1,251.0,Dirty Harry Collection,10456,"28, 80, 53",6194,Clint Eastwood,2,190,Hal Holbrook,2,11066,Mitchell Ryan,2,14312,David Soul,2,15956,Tim Matheson,2,21561,Ted Post,2,18635,arbitrary law,1679,covered investigation,3877,uniform,5136,investigation,5340,inspector,5439
False,1500000,"Crime, Drama, Thriller",11368,en,8.884,"Circle Films, River Road Productions, Foxton Entertainment",US,1984-09-07,0.0,97.0,English,Blood Simple,7.3,308.0,,,"80, 18, 53","11273, 13949, 13950",John Getz,2,20211,Frances McDormand,1,3910,Dan Hedaya,2,6486,M. Emmet Walsh,2,588,Samm-Art Williams,2,3017,Joel Coen,0,1223,assassin,782,wife husband relationship,1157,planned murder,3152,lover,4320,boss,5306
False,26000000,"Drama, Horror, Science Fiction, Thriller",1551,en,11.890138,"Columbia Pictures Corporation, Stonebridge Entertainment",US,1990-08-09,61489265.0,115.0,"English, Français, Español",Flatliners,6.3,413.0,,,"18, 27, 878, 53","441, 5738",Kiefer Sutherland,2,2628,Julia Roberts,1,1204,Kevin Bacon,2,4724,William Baldwin,2,13021,Oliver Platt,2,17485,Joel Schumacher,2,5572,life and death,314,afterlife,6155,swing,6954,memory,10937,medical student,187675
False,4000000,Comedy,10246,en,12.650546,"Melvin Simon Productions, Astral Bellevue Pathé","US, CA",1981-11-13,125728258.0,94.0,English,Porky's,6.1,185.0,Porky's Collection,109592,35,"2124, 10313",Dan Monahan,0,64221,Mark Herrier,2,64222,Wyatt Knight,0,64223,Cyril O'Reilly,0,64224,Kaki Hunter,1,86994,Bob Clark,2,12698,male nudity,255,female nudity,293,sex,572,florida,1196,virgin,2389
False,0,"Science Fiction, Action, Comedy, Horror",15239,en,8.061088,Troma Entertainment,US,1984-05-01,0.0,82.0,English,The Toxic Avenger,6.3,116.0,The Toxic Avenger Collection,32135,"878, 28, 35, 27",3052,Mitch Cohen,0,78020,Andree Maranda,0,555065,Jennifer Prichard,0,555066,Cindy Manion,1,555067,Robert Prichard,2,555068,Lloyd Kaufman,2,78021,corruption,417,mayor,1919,anti hero,2095,sadism,4426,toxic,9794
False,0,"Comedy, Horror, Science Fiction",15762,en,5.460546,"TriStar Pictures, Delphi V Productions",US,1986-08-21,0.0,88.0,English,Night of the Creeps,6.6,113.0,,,"35, 27, 878","559, 1174",Jason Lively,2,69345,Steve Marshall,2,83095,Jill Whitlow,1,83096,Tom Atkins,2,11784,Wally Taylor,2,6771,Fred Dekker,2,44056,female nudity,293,monster,1299,spacecraft,1612,experiment,1706,nudity,2483
False,35000000,"Science Fiction, Action, Thriller",169,en,11.736241,"Twentieth Century Fox Film Corporation, Lawrence Gordon Productions, Davis Entertainment, Silver Pictures",US,1990-11-20,57120318.0,108.0,English,Predator 2,6.0,743.0,Predator Collection,399,"878, 28, 53","306, 840, 1302, 1885",Kevin Peter Hall,2,1109,Danny Glover,2,2047,Gary Busey,2,2048,Rubén Blades,2,2049,María Conchita Alonso,1,2051,Stephen Hopkins,2,2042,predator,1297,war on drugs,1601,extraterrestrial technology,1603,los angeles,12670,invisible,14915
False,27000000,"Action, Science Fiction",865,en,9.389976,"Keith Barish Productions, TAFT Entertainment Pictures, HBO, Braveworld Productions",US,1987-11-13,38122105.0,101.0,English,The Running Man,6.4,713.0,,,"28, 878","964, 965, 6068, 23005",Arnold Schwarzenegger,2,1100,Richard Dawson,2,96623,María Conchita Alonso,1,2051,Yaphet Kotto,0,5050,Jim Brown,2,4774,Paul Michael Glaser,2,12988,prison,378,chase,3713,hunting human beings,4323,game show,4325,dystopia,4565
False,22000000,"Action, Adventure, Romance, Science Fiction",9663,en,9.763928,"Columbia Pictures, Delphi II Productions, Industrial Light & Magic (ILM)",US,1984-12-13,28744356.0,115.0,English,Starman,6.6,219.0,,,"28, 12, 10749, 878","5, 7585, 8805",Jeff Bridges,2,1229,Karen Allen,1,650,Charles Martin Smith,2,1270,Richard Jaeckel,2,58423,Robert Phalen,2,15515,John Carpenter,2,11770,places and planets,1471,widow,4129,lovers,4663,alien,9951,police car,33352
False,400000,"Adventure, Action, Thriller, Science Fiction",9659,en,11.412619,"Kennedy Miller Productions, Mad Max Films, Crossroads",AU,1979-04-12,100000000.0,93.0,English,Mad Max,6.6,1235.0,Mad Max Collection,8945,"12, 28, 53, 878","2537, 8831, 11962",Mel Gibson,2,2461,Joanne Samuel,1,58401,Hugh Keays-Byrne,2,26060,Steve Bisley,2,45211,Tim Burns,0,1125220,George Miller,2,20629,chain,473,baby,1009,bridge,3450,post-apocalyptic,4458,dystopia,4565
False,2000000,"Adventure, Action, Thriller, Science Fiction",8810,en,11.189831,Kennedy Miller Productions,AU,1981-12-24,24600832.0,95.0,English,Mad Max 2: The Road Warrior,7.3,981.0,Mad Max Collection,8945,"12, 28, 53, 878",2537,Mel Gibson,2,2461,Bruce Spence,2,27752,Michael Preston,2,47461,Max Phipps,0,121417,Vernon Wells,2,26491,George Miller,2,20629,explosive,1653,boomerang,1789,pilot,3203,chase,3713,post-apocalyptic,4458
False,12305523,"Action, Adventure, Science Fiction",9355,en,12.689648,Kennedy Miller Productions,AU,1985-06-29,36230219.0,107.0,English,Mad Max Beyond Thunderdome,5.9,765.0,Mad Max Collection,8945,"28, 12, 878",2537,Mel Gibson,2,2461,Tina Turner,1,1459,Bruce Spence,2,27752,Helen Buday,1,57424,Angelo Rossitto,2,97985,George Miller,2,20629,arena,1395,sandstorm,1965,dystopia,4565,oasis,8516,sequel,9663
False,20000000,"Action, Adventure, Comedy, Romance",1727,en,8.300805,"Universal Pictures, Interscope Communications, The Badham-Cohen Group",US,1990-05-18,0.0,110.0,English,Bird on a Wire,5.9,209.0,,,"28, 12, 35, 10749","33, 10201, 12646",Mel Gibson,2,2461,Goldie Hawn,1,18892,Joan Severance,1,18891,David Carradine,2,141,Stephen Tobolowsky,2,537,John Badham,2,12840,poison,351,fbi,1812,zoo,2172,chase,3713,sexual attraction,11190
False,17000000,"Horror, Mystery, Thriller",635,en,7.290872,"TriStar Pictures, Winkast Film Productions, Carolco Pictures, Union",US,1987-03-06,17185632.0,113.0,"English, Français",Angel Heart,7.0,326.0,,,"27, 9648, 53","559, 13721, 14723, 24905",Mickey Rourke,2,2295,Robert De Niro,2,380,Lisa Bonet,1,3232,Charlotte Rampling,1,44079,Stocker Fontelieu,2,9170,Alan Parker,2,9168,southern usa,531,amnesia,1453,drug addiction,1803,new orleans,2411,neurosis,2835
False,17000000,"Drama, Romance",10068,en,6.706262,"Metro-Goldwyn-Mayer (MGM), Producers Sales Organization (PSO), Jonesfilm, Galactic Films, Triple Ajaxxx",US,1986-02-14,6735922.0,117.0,English,Nine 1/2 Weeks,5.8,183.0,9½ Weeks Collection,121195,"18, 10749","8411, 11670, 22297, 22298, 22299",Mickey Rourke,2,2295,Kim Basinger,1,326,Margaret Whitton,1,60700,David Margulies,2,8875,Christine Baranski,1,11870,Adrian Lyne,2,7270,sexual obsession,459,prostitute,549,women's sexual identity,2316,broker,5628,gallery owner,5916
False,15000000,"Fantasy, Drama, Horror, Action, Thriller",11495,en,7.048087,"Universal Pictures, Dino De Laurentiis Company",US,1984-05-11,17080167.0,114.0,"English, Italiano",Firestarter,5.9,174.0,Firestarter Collection,207447,"14, 18, 27, 28, 53","33, 10308",David Keith,2,18181,Drew Barrymore,1,69597,Freddie Jones,2,12517,Heather Locklear,1,58691,Martin Sheen,2,8349,Mark L. Lester,2,67753,fire,657,telepathy,1475,intelligence,2051,college,3616,,
False,90000000,"Action, Crime, Thriller",9679,en,14.091765,"Jerry Bruckheimer Films, Touchstone Pictures",US,2000-06-09,237202299.0,118.0,English,Gone in Sixty Seconds,6.1,1511.0,,,"28, 80, 53","130, 9195",Nicolas Cage,2,2963,Angelina Jolie,1,11701,Giovanni Ribisi,2,1771,Delroy Lindo,2,18792,Will Patton,2,883,Dominic Sena,2,58498,brother brother relationship,380,detective,703,car race,830,car thief,915,blackmail,1936
False,150000,"Action, Crime",17814,en,11.881808,"Overseas FilmGroup, The CKK Corporation",US,1976-11-05,0.0,91.0,English,Assault on Precinct 13,7.1,223.0,,,"28, 80","888, 3403",Austin Stoker,2,103707,Darwin Joston,2,105624,Laurie Zimmer,0,109944,Martin West,0,109945,Tony Burton,2,16504,John Carpenter,2,11770,ambush,502,street gang,542,blackout,2583,siege,4063,police,6149
False,5000000,"Drama, Horror, Thriller",11879,en,7.906537,"De Laurentiis Entertainment Group (DEG), F/M, Near Dark Joint Venture",US,1987-10-02,0.0,95.0,English,Near Dark,6.8,149.0,,,"18, 27, 53","484, 13956, 13957",Adrian Pasdar,2,17304,Jenny Wright,1,64056,Lance Henriksen,2,2714,Bill Paxton,2,2053,Jenette Goldstein,1,3981,Kathryn Bigelow,1,14392,small town,1415,motel,2669,sunlight,2725,vampire,3133,victim,4399
False,1600000,"Crime, Drama, Mystery",592,en,13.245638,"Paramount Pictures, The Coppola Company, The Directors Company",US,1974-04-07,4420000.0,113.0,English,The Conversation,7.5,377.0,,,"80, 18, 9648","4, 536, 14120",Gene Hackman,2,193,John Cazale,2,3096,Frederic Forrest,2,8351,Cindy Williams,1,8434,Harrison Ford,2,3,Francis Ford Coppola,2,1776,san francisco,582,paranoia,2340,audio tape,2380,wiretap,2980,shadowing,4918
False,3000000,"Crime, Drama, History",9040,en,12.842165,"Paramount Pictures, De Laurentiis Entertainment Group, Artists Entertainment Complex","IT, US",1973-12-05,29800000.0,129.0,"English, Italiano, Español",Serpico,7.5,429.0,,,"80, 18, 36","4, 499, 612",Al Pacino,2,1158,John Randolph Jones,2,6758,Jack Kehoe,2,1273,Biff McGuire,0,13947,Cornelia Sharpe,1,56780,Sidney Lumet,2,39996,corruption,417,hippie,458,money,10594,,,,
False,1821052,Drama,25364,en,11.046411,Paramount Pictures,US,1951-06-29,1300000.0,111.0,"Latin, Español, English",Ace in the Hole,7.9,128.0,,,18,4,Kirk Douglas,2,2090,Jan Sterling,1,20418,Robert Arthur,2,78304,Porter Hall,0,14975,Frank Cady,2,93622,Billy Wilder,0,3146,sheriff,798,journalism,917,new mexico,1508,satire,8201,rescue,10084
False,25000000,"Action, Adventure, Comedy, Fantasy",6978,en,11.109932,"Twentieth Century Fox Film Corporation, TAFT Entertainment Pictures",US,1986-05-30,11000000.0,99.0,"广州话 / 廣州話, English",Big Trouble in Little China,7.1,727.0,,,"28, 12, 35, 14","306, 965",Kurt Russell,2,6856,Kim Cattrall,1,2109,Dennis Dun,2,11392,James Hong,2,20904,Victor Wong,2,11395,John Carpenter,2,11770,kung fu,780,chinatown,1788,magic,2343,mystery,10092,,
False,0,"Crime, Drama",3133,en,16.641976,"Pressman-Williams, Warner Bros., Jill Jakes Production, Badlands Company",US,1973-10-15,0.0,94.0,"English, Español",Badlands,7.5,301.0,,,"80, 18","1461, 6194, 11535, 11536",Martin Sheen,2,8349,Sissy Spacek,1,5606,Ramon Bieri,2,33060,Warren Oates,2,8255,Alan Vint,2,33059,Terrence Malick,2,30715,mass murder,1583,on the run,10562,fugitive,10718,killing spree,17987,gritty,155453
False,0,"Drama, History",643,ru,12.912845,"Goskino Productions, Mosfilm",RU,1925-12-24,45100.0,75.0,Pусский,Battleship Potemkin,7.6,201.0,,,"18, 36","383, 5120",Aleksandr Antonov,2,9609,Vladimir Barsky,0,9610,Grigori Aleksandrov,2,9607,Ivan Bobrov,0,9611,Mikhail Gomorov,0,9727,Sergei M. Eisenstein,2,9603,staircase,1816,russian revolution 1905,3231,odessa,3232,baby carriage,3234,panic,4210
False,16000000,"Comedy, Drama, Romance",10571,en,10.070988,Punch 21 Productions,US,2000-06-16,20627372.0,94.0,English,Boys and Girls,5.4,107.0,,,"35, 18, 10749",13158,Freddie Prinze Jr.,2,33260,Claire Forlani,1,4174,Jason Biggs,2,21593,Amanda Detmer,1,19275,Alyson Hannigan,1,21595,Robert Iscove,2,64815,soulmates,815,new love,1605,platonic love,3200,lovers,4663,girlfriend,5490
False,46000000,"Action, Adventure, Crime, Thriller",479,en,7.420019,"Paramount Pictures, Scott Rudin Productions","DE, US",2000-06-15,107196498.0,99.0,"English, Español, Deutsch",Shaft,5.5,316.0,Shaft Collection,495,"28, 12, 80, 53","4, 258",Samuel L. Jackson,2,2231,Jeffrey Wright,2,2954,Christian Bale,2,3894,Busta Rhymes,2,6485,Dan Hedaya,2,6486,John Singleton,2,6482,corruption,417,black people,577,italo-american,700,brother sister relationship,1155,drug dealer,2231
False,75000000,"Animation, Action, Science Fiction, Family, Adventure",7450,en,7.515631,"Twentieth Century Fox Film Corporation, David Kirschner Productions, Fox Animation Studios",US,2000-06-16,36754634.0,94.0,"English, 普通话",Titan A.E.,6.3,320.0,,,"16, 28, 878, 10751, 12","306, 11050, 11231",Matt Damon,2,1892,Bill Pullman,2,8984,Drew Barrymore,1,69597,John Leguizamo,2,5723,Nathan Lane,2,78729,Gary Goldman,2,12881,monster,1299,galaxy,4270,dystopia,4565,space,9882,alien,9951
False,45000000,"Animation, Comedy, Family",7443,en,11.834245,"DreamWorks SKG, Aardman Animations, DreamWorks Animation, Pathé",GB,2000-06-21,224834564.0,84.0,English,Chicken Run,6.5,1190.0,,,"16, 35, 10751","27, 297, 521, 7981",Mel Gibson,2,2461,Miranda Richardson,1,8436,Timothy Spall,2,9191,Imelda Staunton,1,11356,Jane Horrocks,1,34902,Nick Park,2,7314,chicken,2479,freedom,6089,escape,10685,chicken farm,185521,pie machine,185522
False,51000000,Comedy,2123,en,9.95456,"Twentieth Century Fox Film Corporation, Conundrum Entertainment",US,2000-06-22,149270999.0,116.0,"English, Deutsch","Me, Myself & Irene",6.1,956.0,,,35,"306, 1156",Jim Carrey,2,206,Renée Zellweger,1,9137,Anthony Anderson,2,18471,Robert Forster,2,5694,Richard Jenkins,2,28633,Bobby Farrelly,2,7395,schizophrenia,222,ex-cop,8440,aftercreditsstinger,179430,duringcreditsstinger,179431,,
False,110000000,"Drama, History, War, Action",2024,en,15.960788,"Centropolis Entertainment, Columbia Pictures Corporation, Mutual Film Company, Global Entertainment Productions GmbH & Company Medien KG","DE, US",2000-06-28,215294342.0,165.0,English,The Patriot,6.8,1130.0,,,"18, 36, 10752, 28","347, 441, 762, 9269",Mel Gibson,2,2461,Heath Ledger,2,1810,Joely Richardson,1,20810,Jason Isaacs,2,11355,Tchéky Karyo,2,10698,Roland Emmerich,2,6046,rebel,526,southern usa,531,loss of son,697,martial arts,779,general,1402
False,120000000,Drama,2133,en,18.911961,"Warner Bros., Baltimore Spring Creek Productions, Radiant Productions",US,2000-03-15,325756637.0,130.0,English,The Perfect Storm,6.2,609.0,,,18,"6194, 16061, 18990",George Clooney,2,1461,Mark Wahlberg,2,13240,Diane Lane,1,2882,John C. Reilly,2,4764,William Fichtner,2,886,Wolfgang Petersen,2,5231,u.s. air force,3366,grocery,13046,jamaican,168663,meteorologist,168669,rescue boat,168672
False,35000000,"Action, Crime, Drama, Thriller",9702,en,6.398031,Hollywood Pictures,US,1993-02-05,0.0,180.0,English,Bound by Honor,7.7,116.0,,,"28, 80, 18, 53",915,Дэмиан Чапа,2,58646,Jesse Borrego,2,58647,Benjamin Bratt,2,4589,Enrique Castillo,2,16427,Victor Rivers,2,58648,Taylor Hackford,0,18596,juvenile prison,2400,artist,2679,jail,9890,east los angeles,10211,hood,10700
False,1500000,"Action, Adventure, Thriller, War",15379,en,6.241185,Cannon Group,US,1984-11-16,22812411.0,101.0,"English, Tiếng Việt",Missing in Action,5.2,107.0,Missing in Action Collection,46512,"28, 12, 53, 10752",1444,Chuck Norris,2,51576,M. Emmet Walsh,2,588,David Tress,2,78183,Lenore Kasdorf,1,78184,James Hong,2,20904,Joseph Zito,0,64195,prisoners of war,1968,vietnam war,2957,jungle,10787,,,,
False,0,"Action, Adventure, Comedy, Crime",8348,en,8.283863,"Malpaso Productions, Malpaso Company, The",US,1974-05-23,21700000.0,115.0,English,Thunderbolt and Lightfoot,6.6,113.0,,,"28, 12, 35, 80","171, 69934",Clint Eastwood,2,190,Jeff Bridges,2,1229,Geoffrey Lewis,2,18071,Catherine Bach,1,40431,Gary Busey,2,2048,Michael Cimino,2,12114,friendship,6054,police,6149,outlaw,9503,road movie,167043,,
False,65000000,"Fantasy, Comedy, Family",4244,en,15.045725,Walt Disney Pictures,US,2000-07-07,69700000.0,104.0,English,The Kid,6.0,242.0,,,"14, 35, 10751",2,Bruce Willis,2,62,Spencer Breslin,2,35654,Emily Mortimer,1,1246,Lily Tomlin,1,10437,Chi McBride,2,8687,Jon Turteltaub,2,12962,age difference,965,midlife crisis,1599,suppressed past,1660,self-awareness,2417,childhood memory,3321
False,19000000,Comedy,4247,en,12.446738,"Gold/Miller Productions, Wayans Bros. Entertainment, Dimension Films, Brad Grey Pictures",US,2000-07-07,278019771.0,88.0,English,Scary Movie,6.0,1468.0,Scary Movie Collection,4246,35,"1607, 1608, 7405, 10958",Carmen Electra,1,28639,Dave Sheridan,2,35701,Anna Faris,1,1772,Jon Abrahams,2,17866,Regina Hall,1,35705,Keenen Ivory Wayans,2,35689,sex,572,garage,2101,psychopath,6259,crude humor,9964,drug,14964
False,1200000,Comedy,20770,en,4.928139,Ignite Entertainment,US,1999-09-12,2600000.0,85.0,English,But I'm a Cheerleader,6.5,101.0,,,35,4131,Natasha Lyonne,1,10871,Brandt Wille,0,181575,Bud Cort,2,4971,Michelle Williams,1,1812,RuPaul,2,78589,Jamie Babbit,1,59466,coming out,1862,cheerleader,2920,homosexuality,10180,independent film,10183,lesbian,10768
