name,id
tv show,2571
blow job,3405
video,4697
biography,5565
sex addiction,5906
based on true story,9672
independent film,10183
sex addict,166770
,
holocaust,1739
auschwitz,2450
uprising,8862
doctor,13005
witch,616
fairy,2710
fairy tale,3205
forest,5774
children,10103
sandman,41584
evil witch,177901
hansel and gretel,190022
independent film,10183
independent film,10183
woman director,187056
russia,2139
st. petersburg russia,3563
time travel,4379
artist,2679
friendship,6054
lesbian,10768
woman director,187056
woman director,187056
dangerous,3851
danger of life,3883
mafia boss,6220
japan,233
brother sister relationship,1155
hunger,1899
world war ii,1956
shelter,4917
boy,5202
sister,5923
food,10637
wartime,11159
tokyo japan,12369
little girl,12663
orphan,13014
death,34079
starving,181958
male nudity,255
female nudity,293
waitress,828
camping,1890
nudity,2483
psychopath,6259
sequel,9663
murder,9826
independent film,10183
serial killer,10714
diner,10738
slasher,12339
series of murders,14676
violence,14819
hockey mask,158190
jason vorhees,179422
madman,183953
map,1969
hitman,2708
professional hit,15099
lock pick,15100
hit man,227532
dancing master,1342
dance performance,1346
lover (female),1808
dancing scene,4159
disco,155490
dancing master,1342
nightclub,2334
career,3658
disco,155490
broadway,156028
satanism,3099
ritual,4720
satanist,5545
pact with the devil,5810
supernatural,6152
cult,6158
writer,13028
demon,15001
hammer horror,155730
occult,156174
texas,1556
slice of life,9914
blue collar,10575
newlywed,156578
marital problem,178210
oil field,193507
female nudity,293
magic,2343
nudity,2483
mask,2546
college,3616
costume,4328
surprise,4902
stalker,6844
party,8508
revenge,9748
murder,9826
independent film,10183
serial killer,10714
masked killer,11040
blood,11221
severed head,11581
slasher,12339
train,13008
killer,15127
severed hand,166862
psycho,176182
canuxploitation,206850
,
hero,1701
ranch,2752
shootout,10950
trial,11038
one man army,13116
rancher,14574
brutality,14707
justice,15108
rustler,18292
superhero,9715
military academy,171781
hotel,612
island,2041
volcano,3347
romance,9840
disaster,10617
escape,10685
trapped,18029
volcanic eruption,163398
disaster movie,199076
affair,229299
moses,488
jesus christ,2974
god,9649
california,387
predator,1297
lake,1889
paranoia,2340
wilderness,3593
cabin,3623
forest,5774
alien,9951
creature,13031
cult film,34117
space monster,172136
alien attack,192962
human prey,207678
prey,228752
musical,4344
roller-skating,6234
camp,11663
disco,155490
greek god,206491
wrestling,5970
prosecutor,49950
newspaper reporter,163098
midlife crisis,1599
drugstore,2653
suspense,9937
aggression,2879
mafia boss,6220
germany,74
feminism,2383
political,33501
woman director,187056
years of lead,190456
audio tape,2380
hitman,2708
presidential election,2946
noises,3767
yell,4881
politics,6078
faithlessness,6151
,
hotel,612
suicide attempt,1252
island,2041
hitman,2708
summer camp,5767
woods,9720
burned alive,9786
camp,11663
slasher,12339
axe in the head,155627
video nasty,189921
nudity,2483
seduction,3182
colombia,2148
tribe,10148
jungle,10787
torture,13006
cannibal,14895
exploitation film,18450
anthropologist,161276
video nasty,189921
father son relationship,494
charlie chan,159951
fistfight,5572
friendship,6054
clumsy fellow,5347
disappearance,10941
journalist,736
camping,1890
rocky mountains,2805
eagle,5350
bear,10468
love affair,14720
cultural conflict,185718
mountain lion,192767
newspaper columnist,209334
monster,1299
musical,4344
commander,7156
spoof,11931
creature,13031
planet,13194
individual,30
strike,4112
sheriff,798
murder,9826
corpse,13092
video nasty,189921
sex,572
sheriff,798
tractor,2025
nudity,2483
widow,4129
farm,4932
supernatural,6152
amish,8447
murder,9826
mystery,10092
occult,156174
voyeur,180340
incubus,200969
canada,1329
wilderness,3593
survival,10349
,
martial arts,779
fight,1721
chase,3713
philippines,6895
ninja,10278
mafia,10391
shootout,10950
gunfight,12371
violence,14819
fighting,14955
death,34079
suspense,9937
psychological thriller,12565
scotland,388
spy,470
world war ii,1956
allied,5300
suspense,9937
u boat,156217
janitor,10756
reporter,12193
,
suicide,236
doomed man,3440
dying and death,3737
autopsy,4715
dead animal,7345
gore,10292
blood,11221
fake documentary,160517
sect,173162
brain surgery,189401
video nasty,189921
mondo,196543
cannibalism,208048
,
,
,
,
france,254
deceived husband,3595
wife,4183
neighbor,10226
extramarital affair,34094
washington d.c.,521
judge,934
law,3703
supreme court,8681
judiciary,207968
police,6149
police station,15321
bronx,161307
evil man,189574
police protagonist,207967
adolescence,704
1960s,208992
,
monster,1299
alien,9951
astronaut,14626
alien possession,163386
space monster,172136
world war i,2504
battle assignment,3994
troops,4302
australia,5657
turk,5898
gallipoli campaign,213299
child abuse,516
suspense,9937
secret,1328
ghost story,156580
inheritance,10911
orangutan,14762
monkey,15149
new zealand,2658
road trip,7312
scotland,388
italian,924
affection,5608
advice,5999
coming of age,10683
school,10873
debt collector,10857
boat chase,12391
canal,34041
race,40870
boating accident,155879
arab sheik,176506
murder,9826
severed hand,166862
comic book artist,184924
slasher,12339
servant,964
future,2964
chase,3713
lovers,4663
outlaw,9503
robot,14544
,
alien,9951
punk rock,11053
male nudity,255
female nudity,293
nurse,428
sex,572
adultery,596
based on novel,818
servant,964
infidelity,1326
country estate,1610
eroticism,1664
nudity,2483
wheelchair,2564
dysfunctional marriage,10061
class differences,14514
britain,14905
masturbation,33451
extramarital affair,34094
disability,162735
war injury,163853
impotent husband,226006
affair,229299
classism,233134
lone ranger,178867
wild bill hickok,180234
buffalo bill,190296
the lone ranger,222787
berlin,220
music record,532
jewry,835
resistance,836
show business,837
in love with enemy,930
zurich,1222
switzerland,1223
radio station,1224
musical,4344
corruption,417
brothel,1411
province,2065
bavaria,2279
coburg,6461
prostitution,13059
the miracle on the rhine,162831
adenauer,162832
model,14818
plastic surgeon,17972
cartoon,6513
children,10103
male nudity,255
female nudity,293
summer camp,5767
forest,5774
psychopath,6259
woods,9720
independent film,10183
gore,10292
serial killer,10714
decapitation,11181
blood bath,11249
severed head,11581
hot tub,11830
slasher,12339
series of murders,14676
death,34079
campfire,158176
camp counselor,161102
psycho,176182
anti-communism,7059
,
obsession,1523
neurotic,175357
new york,242
rape,570
revenge,9748
independent film,10183
mute,10392
killing spree,17987
revenge killing,191045
meltdown,218125
sex pest,237017
miner,4781
murder,9826
serial killer,10714
masked killer,11040
slasher,12339
maniac,14805
killing spree,17987
valentine's day,160404
canuxploitation,206850
coal miner,208115
restaurant,1946
independent film,10183
story telling,170071
based on novel,818
new neighbor,18127
cult film,34117
nazis,2652
zombie,12377
roadhouse,2781
revenge,9748
mother daughter relationship,10707
new york city,14512
drunk,40879
actress,207583
dancing scene,4159
song,4528
marriage,6038
teacher,10508
male nudity,255
female nudity,293
detective,703
shower,1879
perversity,2376
nudity,2483
childhood trauma,5707
stalker,6844
puzzle,9228
murder,9826
independent film,10183
cult favorite,10471
serial killer,10714
surprise ending,11541
slasher,12339
chainsaw,12394
mutilations,12563
university,13160
stabbing,14831
killer,15127
black gloved killer,211043
black gloves,212508
beach,966
nudity,2483
sequel,9663
blood,11221
piranha,158045
exploding helicopter,208053
killer fish,209662
dynamite fishing,232282
gay,237
pornography,445
pro-life protesters,9788
misfit,9789
independent film,10183
feet,155278
cult classic,165580
drag,171636
female nudity,293
bathroom,472
sex,572
blackmail,1936
chauffeur,2072
first time,2201
pedophilia,2337
nudity,2483
bedroom,3303
bed,3501
disappointment,3614
revelation,4087
kiss,5091
pubic hair,9772
independent film,10183
lingerie,10968
sexual attraction,11190
statutory rape,11262
maid,13097
lust,14794
kissing,15055
teenage boy,18068
desire,33513
legs,33649
sensuality,41260
sexual desire,41404
fatal attraction,155532
stripping,156260
promiscuous woman,156407
stockings,157144
older woman younger man relationship,157799
sexual awakening,162804
faked death,163810
joy,164136
exhibitionism,169815
housemaid,191009
pleasure,208433
exhibitionist,211121
sex lesson,211291
paris,90
prison,378
africa,409
homeless person,960
wife husband relationship,1157
intelligence,2051
revenge,9748
escape from prison,9777
woman director,187056
cruise,2799
pilot,3203
ghost ship,4078
disgust,3444
pain,4424
stunts,5452
music video,5699
stuntman,5956
stupidity,6241
shocking,200234
drug smuggle,3391
rapper,4562
suspense,9937
,
transvestism,108
world war ii,1956
,
painter,437
love of one's life,2038
disabled,158558
woman director,187056
new york,242
prostitute,549
alcohol,567
sex,572
brothel,1411
fight,1721
virgin,2389
ohio,2494
college,3616
ego,41609
time travel,4379
time machine,5455
christian film,10060
male nudity,255
dance,1691
masculinity,194226
power play,214647
women director,232503
film producer,887
film noir,195402
scotland,388
casino,585
queen,2011
intelligence,2051
stutter,3101
grandmother granddaughter relationship,5987
fairy-tale figure,6187
werewolf,12564
fantastic world,33633
sport,6075
independent film,10183
israel,536
jewry,835
middle east conflict,5907
epic,6917
,
cold war,2106
russian,2808
new england,41393
puberty,1525
ladykiller,2336
admiration,3494
budapest,810
kidnapping,1930
boxer,2792
secret agent,4289
liberation of hostage,5362
hostage-taking,7188
woman director,187056
holiday,65
christmas party,1441
home,1526
santa claus,1991
magic,2343
toy,4290
wish,4896
son,5153
sequel,9663
saving christmas,12200
christmas,207317
woman director,187056
society,3679
poverty,12987
woman director,187056
human nature,206706
iranian new wave,209997
artist,2679
love,9673
psychic power,9815
independent film,10183
suspense,9937
woman director,187056
paris,90
france,254
new identity,2547
paparazzi,2560
cannes,8445
individual,30
street gang,542
adolescence,704
rap music,897
hip-hop,898
rhyme battle,899
trailer park,900
ethnic stereotype,6325
single,9457
detroit,18021
eminem,190187
,
black people,577
wife husband relationship,1157
botanist,4003
homosexuality,10180
,
,
resistance,836
undercover,1568
alcatraz,3859
stolen money,8627
flying car,391
witch,616
magic,2343
cutting the cord,2630
child hero,3650
broom,3872
sorcerer's apprentice,3873
school of witchcraft,3884
giant snake,3891
black magic,4252
aftercreditsstinger,179430
destruction of a civilization,434
turkey,5733
heart attack,1786
drug traffic,2149
drug crime,2151
mexican province,2697
celibacy,2698
priest,10093
pregnancy,13149
catholicism,161207
new mexican cinema,209987
assassination,441
paranoia,2340
suspense,9937
conspiracy,10410
song,4528
motown,4744
independent film,10183
music business,10572
concert footage,10967
rock music,11700
pop music,33922
grandmother grandson relationship,2401
woman director,187056
terrorist,949
mutant,1852
future,2964
california,387
chicago,520
cook,1650
brother-in-law,2102
psychology,2800
protection,4556
daughter,5600
father,5905
independent film,10183
mafia,10391
dogfight,10399
tension,10481
on the run,10562
mobster,11578
defense industry,3599
loss of daughter,6381
suspense,9937
woman director,187056
,
father son relationship,494
texas,1556
settler,3591
apache,4616
united states–mexico barrier,5616
nudity,2483
police,6149
policeman,33699
rave culture,182266
club life,182268
raver,182273
london,234668
,
sport,6075
submarine,339
jules verne,385
exotic island,911
escape,10685
pirate,12988
captain nemo,191409
suspense,9937
christianity,186
werewolf,12564
schizophrenia,222
piano teacher,5423
sweden,1192
world war ii,1956
jew,2606
rescue,10084
hungarian,18024
politcs,181226
swedish,182313
parent child relationship,970
houseboat,1922
ball,2283
nanny,2341
boat wedding,2516
class society,4034
single father,33479
california,387
bar,1010
wilderness,3593
best friend,12392
killer,15127
adultery,596
bourgeoisie,4029
father son relationship,494
provence,1649
biography,5565
teacher,10508
summer,13088
hill,199981
turn of the century,205850
provence,1649
biography,5565
marcel pagnol,191249
island,2041
marooned,10792
pacific island,11823
teenager,13130
deserted island,155746
tropical island,157524
,
terrorist,949
high school,6270
hostage-taking,7188
nudity,2483
mask,2546
murder,9826
psychopathic killer,10024
gore,10292
serial killer,10714
slasher,12339
maniac,14805
pitchfork,162538
,
,
new york city,14512
piano,207592
racial injustice,228489
roommate,1253
friendship,6054
,
australia,5657
truck,9276
suspense,9937
serial killer,10714
hitchhiker,11546
truck driver,155497
ozploitation,205624
oil,10590
arab,173259
alcohol,567
monster,1299
book,3096
haunted house,3358
clowning,4507
search,11112
spoof,11931
creature,13031
shark,15097
will,41351
dust,155618
attic,155619
telepathy,1475
telekinesis,5086
mind control,9678
psychic power,9815
murder,9826
independent film,10183
gore,10292
blood,11221
mind reading,11265
paranormal phenomena,11627
scientist,14760
exploding head,14811
violence,14819
drug,14964
transvestism,108
robbery,642
martial arts,779
jazz,1416
finger,5958
vice,6140
police,6149
revenge,9748
murder,9826
scam,11454
prostitution,13059
gangster,13142
white slavery,192248
small town,1415
american  way of life,3263
musical,4344
social commentary,11479
fictional game show,12100
obsessed fan,18062
televison,194170
sarajevo,1661
coming of age,10683
boy band,194869
1960s,208992
jeans,9634
lawyer,10909
space marine,1826
approach,5310
suppe,7569
alien,9951
joke,2138
louisiana,3134
wilderness,3593
swamp,4551
national guard,5387
gore,10292
trap,11060
soldier,13065
cajun,155180
animal killing,155235
cairo,487
based on novel,818
egypt,1160
pyramid,1949
museum,2598
mummy,2904
murder,9826
independent film,10183
curse,10541
egyptologist,192125
archeologist,223344
male nudity,255
female nudity,293
based on novel,818
beach,966
bar,1010
suicide attempt,1252
pimp,1667
self-destruction,1824
masochism,3260
bartender,3458
punk,4470
arrest,5638
poet,5933
ronald reagan,8646
belt,9141
surrealism,9887
independent film,10183
seagull,10430
los angeles,12670
alcoholic,33457
banana,33573
typewriter,34030
cunnilingus,148534
psychotherapy,157154
self mutilation,157791
ex-husband ex-wife relationship,163758
skid row,165314
bunk bed,170737
deadbeat dad,181514
drunkenness,188991
phallic symbol,189428
grotesque,207769
used car lot,212779
wino,212780
fur stole,212781
binge drinking,212784
wine drinking,212785
sadomasochist,212787
greyhound bus,212788
domestic dispute,212793
countdown,1825
parody,9755
slasher,12339
horror spoof,12416
rubber chicken,208953
lurker,208954
,
tarzan,7347
erotic thriller,207767
tattoo,331
,
chicago,520
burglar,1437
car dealer,1874
shadowing,4918
death of a friend,4959
error,4966
safe,8430
idealist,9031
thief,9727
convict,15234
rock and roll,578
television,2136
recording contract,4741
rock,5288
biography,5565
music,6027
concert,6029
music business,10572
live performance,11634
rock concert,162066
elvis presley,162954
film industry,166329
cop,8015
priest,10093
schizophrenia,222
relationship,14534
mental health,159315
,
laser,3290
british secret service,156095
secret service agent,208633
space based weapon,234365
,
guard,5369
shopping mall,6490
thief,9727
drug,14964
woman director,187056
terror,321
journalist,736
lover (female),1808
saigon,4119
indochina,7983
gay interest,10199
male prostitute,11722
gay man,33458
woman director,187056
suicide,236
spain,514
rape,570
coma,732
bullfight,734
torera,735
journalist,736
sexual abuse,739
dying and death,3737
theatre milieu,6034
friendship,6054
car crash,9844
hospital,11612
pregnancy,13149
holiday,65
musical,4344
beer,4552
basketball,6496
whiskey,9193
jewish,11508
drug,14964
twins,15016
mall,157690
adult animation,161919
christmas,207317
hanukkah,209321
ski,195732
clone,402
loss of sense of reality,1565
hallucination,3298
space travel,3801
grief,9872
space,9882
psychologist,11268
outer space,12405
astronaut,14626
loss of loved one,18211
space station,156039
unusual phenomena,161348
cyborg,679
based on novel,818
space marine,1826
mutiny,1860
loss of father,1872
map,1969
pirate gang,4418
treasure hunt,6956
little boy,9736
space,9882
alien,9951
animation,10336
money,10594
treasure map,11088
planet,13194
troubled teen,156316
space pirate,196483
suicide,236
asylum,2884
nightmare,3030
darkness,3762
supernatural,6152
suspense,9937
femme fatale,9016
zombie,12377
motorcycle gang,14736
girls with guns,157204
berlin,220
bomb,258
fight,1721
evidence,2620
punk,4470
kreuzberg,5706
squatter,5782
mansion,12545
childhood friends,160246
,
hustler,2348
con man,3202
sanitarium,10482
double act,169085
russian,2808
gangster,13142
,
mentally disabled,791
rape,570
castration,5502
revenge,9748
suspense,9937
blood,11221
gang rape,12365
cruelty,14624
hanging,33407
cult film,34117
rape and revenge,184352
video nasty,189921
,
femme fatale,9016
money,10594
drug,14964
loan shark,166631
neo-noir,207268
,
telekinesis,5086
supernatural,6152
evil doll,9707
toys,10324
robot,14544
demon,15001
ghost,162846
dimension,202210
canadian,2519
coming of age,10683
teenager,13130
nova scotia canada,158699
teenage pregnancy,173186
middle east,539
radiation,1618
weather manipulation,3823
suspense,9937
astronaut,14626
space centre,211487
mythology,2035
prince,3071
crucifixion,3571
telekinesis,5086
resurrection,6506
princess,7376
sword fight,9725
torture chamber,10772
sorcerer,10821
king,13084
barbarian,14665
cult film,34117
sword and sorcery,234213
africa,409
south africa,3644
british army,4100
british empire,4107
mixed martial arts,9917
violence,14819
attempted rape,18087
cult film,34117
zulu,173453
tribal warfare,173455
prison,378
gold,1321
therapist,2726
gangster,13142
independent film,10183
alligator,3184
marriage crisis,5809
writer's block,5914
orchid,6722
resistance,836
fascism,1755
totalitarian regime,2137
destroy,2535
phasing,3236
dystopia,4565
book burning,5737
outlaw,9503
government agent,163049
,
,
teacher,10508
greek mythology,2036
ritual,4720
marriage crisis,5809
medea,7019
revenge,9748
infanticide,208018
sex,572
nudity,2483
surrealism,9887
lesbian,10768
unsimulated sex,12420
los angeles,12670
relationship,14534
woman director,187056
rape,570
sexual abuse,739
married couple,2587
longing,4115
knife,4728
marriage crisis,5809
necrophilia,5919
sodomy,6444
independent film,10183
sexual harassment,10850
sexual violence,11534
psychopathy,18130
musical,4344
,
,
jönsson gang,11949
criminal,15009
,
escape,10685
nazi germany,11064
soccer,13042
judge,934
artist,2679
car accident,13063
musical,4344
mexican american,164253
san quentin,180079
nudity,2483
blackout,2583
siege,4063
revenge,9748
murder,9826
independent film,10183
escape,10685
mental institution,11857
maniac,14805
mental illness,41329
meat cleaver,157470
escaped mental patient,173298
mailman,179415
android,803
spaceship,9831
independent film,10183
escape,10685
fugitive,10718
sport,6075
belmondo,190317
mission,10364
commando,15248
commando mission,162491
roman empire,1405
milan,2706
attila,10929
huns,10930
marriage,6038
children,10103
playwright,10965
outlaw,9503
mutation,2766
cult film,34117
psychotronic,164218
writing,1731
brothel,1411
corset,1457
crusader,2901
musical,4344
governor,5744
based on play or musical,10181
tv reporter,13424
madame,33613
busty,155273
cat house,156187
swearing,165347
female nudity,293
corruption,417
mexico,534
child murderer,1468
texas,1556
emigration,1625
kidnapping,1930
drug traffic,2149
border,2286
nudity,2483
drug smuggle,3391
police,6149
border crossing,6420
murder,9826
illegal immigrant,12423
drug,14964
sunglasses,15211
car chase,15483
desert,18034
drug trafficking,18230
dead children,170309
holiday,65
paris,90
parent child relationship,970
puberty,1525
first time,2201
daughter,5600
mother daughter relationship,10707
teenage crush,10791
train,13008
wedding,13027
youth,14751
celebration,33648
gothic,33505
,
film making,886
cannery,156320
japan,233
samurai,1462
sword fight,9725
aikido,155608
usa,279
female nudity,293
detective,703
music teacher,2176
nudity,2483
punk,4470
high school,6270
vigilante,7002
violence in schools,7920
murder,9826
independent film,10183
teacher,10508
gang,10726
lesbian,10768
gang rape,12365
juvenile delinquent,14857
punk band,173919
canuxploitation,206850
texas,1556
independent film,10183
flashback,187844
french revolution,4319
biography,5565
independent film,10183
murder,9826
suspense,9937
playwright,10965
space opera,161176
restaurant,1946
murder,9826
swinger,33876
cannibalism,208048
music rehearsal,171258
fraternity initiation,171260
television broadcast,171261
white male pretending to be black,171263
sorority party,171268
push ups,171273
sexual identity,566
sex,572
identity,1284
human body,3722
friendship,6054
jewelry,6099
shopping mall,6490
thief,9727
breast,10688
gate keeper,11096
body-swap,33721
hotel,612
politician,6083
mistaken identity,10325
maid,13097
class differences,14514
single mother,14768
public relations,173277
maid uniform,187791
hotel clerk,188755
wealth differences,220314
clone,402
assassination,441
ambush,502
federation,503
starfleet,505
enterprise-e,671
romulus,768
android,803
senate,1399
self sacrifice,1430
telepathy,1475
weapon,6110
romulans,12388
space opera,161176
wife husband relationship,1157
channel surfing,182633
mullet,182638
spiritual journey,182649
life changing,182651
pioneer village,182656
family gathering,182657
,
christmas,207317
,
gambling,395
casino,585
robbery,642
fight,1721
nudity,2483
earthquake,3521
survivor,5385
love,9673
thief,9727
murder,9826
independent film,10183
money,10594
fate,10855
crash,14541
game,18249
destiny,40850
luck,157904
deadly,202703
stand-up comedy,9716
independent film,10183
woman director,187056
elves,603
orcs,606
middle-earth (tolkien),609
hobbit,611
based on novel,818
explosive,1653
cave,1964
fort,4268
army,6092
mission,10364
attack,10563
guide,33788
wizard,177912
ring,189093
sword and sorcery,234213
world war ii,1956
japanese occupation,11133
prison,378
prisoner,1563
dream,1566
drug dealer,2231
nightclub,2334
american dream,2355
male friendship,3230
melancholy,4232
girlfriend,5490
friendship,6054
aftercreditsstinger,179430
u.s. navy,4410
biography,5565
fire,657
irish-american,1857
immigrant,2356
gang war,2987
pickpocket,3430
ship,3799
gang of thieves,3882
butcher,4452
pig,4931
army,6092
rescue,10084
gang,10726
set,166297
sammen,238248
sister sister relationship,1156
safari,3513
wildlife,9902
baboon,18161
chimpanzee,157972
woman director,187056
assertion,4927
investigation,5340
internal affairs,11730
narcotics cop,155799
jealousy,931
underground,1353
eroticism,1664
nudity,2483
sociopath,9740
drug,14964
stranger,156104
club,156801
executive,189145
neo-noir,207268
fight,1721
wrong accusal,2325
lover,4320
weapon,6110
psychopath,6259
policewoman,155531
female police officer,155546
woman director,187056
sex,572
infidelity,1326
eroticism,1664
nudity,2483
seduction,3182
murder,9826
drug,14964
neo-noir,207268
lesbian relationship,9833
lgbt,158718
cia,591
hostage,1562
eastern germany,1657
russia,2139
fencing,5330
russian front,11104
napoleonic wars,33384
pistol duel,168418
sword duel,175245
murder,9826
pregnancy,13149
classic noir,155436
father son relationship,494
prostitute,549
wilderness,3593
greed,5332
treasure hunt,6956
sahara,7041
lost city,10622
dying of thirst,10625
miami,416
assault,6093
thief,9727
false teeth,155699
charles willeford,155700
holiday,65
loss of mother,936
research,3664
cousin,4438
spring,6202
uncle,6464
essay,170487
neighbor,10226
child killed by animal,158259
writing class,170116
makeup artist,170118
bee sting,170122
camper,170124
cosmetologist,170125
tree climbing,170130
death in childbirth,170135
tuba,170141
bee attack,170143
japan,233
mother,456
sister sister relationship,1156
supernatural powers,4769
leave,4908
village,5331
hospital,11612
new neighbor,18127
moving,18253
new home,33467
magical creature,195269
cute,209974
anime,210024
hong kong,12354
heist,10051
black and white,12999
safecracker,159339
real time,173361
toy,4290
wretch,4391
sultan,4892
flying carpet,4895
bagdad,5894
orient,9392
winter,1442
russia,2139
napoleon,4381
marriage,6038
war,6091
family,18035
napoleonic wars,33384
pistol duel,168418
napoleon bonaparte,220265
suspense,9937
male nudity,255
brother brother relationship,380
mother,456
rape,570
based on novel,818
senility,4992
dark comedy,10123
caretaker,10241
incest,33841
nursing home,155208
oedipus complex,190205
cold war,2106
murder,9826
monster,1299
island,2041
water monster,7994
crab,9970
independent film,10183
b movie,11034
giant monster,11100
decapitation,11181
scientist,14760
creature feature,158126
giant crab,223089
winter,1442
murder,9826
slasher,12339
prank telephone call,175514
christmas horror,186466
sorority house,194236
canuxploitation,206850
obscene telephone call,207299
christmas,207317
proto-slasher,233450
london england,212
based on novel,818
plant,3704
giant plant,4014
alien life-form,4862
meteor,5404
independent film,10183
alien invasion,14909
blindness,164092
man eating plant,210234
independent film,10183
flying saucer,3243
invasion,4278
alien life-form,4862
mind control,9678
ufo,9738
spaceship,9831
alien,9951
independent film,10183
martian,10539
surprise ending,11541
alien invasion,14909
child's point of view,161868
alien possession,163386
sand dune,178080
ray gun,191256
underground cavern,196983
sand pit,225471
eroticism,1664
subjection,5103
sadomasochism,6373
bdsm,158713
erotic movie,190370
buddhism,188
emperor,2280
commander,7156
reue,7157
india,14636
ancient world,14704
historical drama,192772
transporter,396
boxer,2792
boxing match,4487
sport,6075
gritty,155453
over-the-hill fighter,155464
london england,212
gang war,2987
ambition,3734
organized crime,10291
gang,10726
crime,14536
,
con man,3202
biography,5565
fbi agent,18525
overhead camera shot,172889
attempted jailbreak,177465
engagement party,177473
mislaid trust,177482
bank fraud,214810
inspired by a true story,231069
italy,131
lie,2251
woodcutter,2720
nose,5560
puppet,6300
wooden,158726
chicago,520
based on play or musical,10181
prison matron,165675
jazz age,165676
nude man murdered,165686
london england,212
suicide,236
gay,237
poetry,496
aids,740
drowning,793
depression,894
home,1526
way of life,1587
self-destruction,1824
province,2065
literature,2132
empowerment,2386
country life,2755
family's daily life,2783
sense of life,2875
homelessness,2981
leaving one's family,2982
delusion,6262
infidelity,1326
controversy,9701
,
individual,30
resistance,836
radio station,1224
war crimes,1327
loss of family,1465
child murderer,1468
hunger,1899
world war ii,1956
prisoners of war,1968
homeland,2156
deportation,2428
hiding place,2430
ghetto riot,2431
jew persecution,2433
liberation,2434
warsaw ghetto,2435
polish resistance,2436
nazis,2652
biography,5565
classical music,5783
panzer,11102
pianist,14743
independent film,10183
tv show,2571
quiz show,8072
revenge,9748
shower,1879
nudity,2483
nightmare,3030
seduction,3182
stalker,6844
murder,9826
suspense,9937
sex,572
space travel,3801
possession,9712
rotoscoping,11237
female protagonist,11322
extreme violence,14687
splatter,15085
cult film,34117
destiny,40850
space station,156039
dark heroine,161914
adult animation,161919
gatling gun,187028
rape,570
horror,8087
violence,14819
video nasty,189921
foreign,197619
prison,378
show business,837
entertainer,1491
fbi,1812
blackmail,1936
tv show,2571
public,4740
studio,5321
receptionist,33809
suicide,236
lovesickness,725
drug abuse,726
sadness,1647
mother-in-law,2797
independent film,10183
model airplane,10565
microfilm,4688
biography,5565
silencer,18107
intrigue,34038
flowers,226879
stand-up comedy,9716
redneck,10250
venice,110
france,254
prison,378
fire,657
europe,1295
married couple,2587
honeymoon,2676
castle,3098
just married,3455
chewing gum,3899
marriage,6038
police,6149
vacation,6876
independent film,10183
moral conflict,4690
brazilian,983
underworld,1449
sex,572
detective,703
insult,6060
rivalry,9823
independent film,10183
violence,14819
guilt,33720
tabloid,157380
independent film,10183
infidelity,1326
bachelor,1338
blackmail,1936
fantasy,2486
truth,6256
party,8508
liar,9468
friends,9713
misunderstanding,12541
wedding,13027
fiancée,208764
money delivery,1322
fool,5090
australia,5657
hoodlum,160488
kangaroo,208662
security camera,3016
safety,3852
patrol,5060
conflict,11933
police academy,40957
security guard,41180
colleague,221412
,
male nudity,255
street gang,542
brazilian,983
photographer,1003
1970s,1228
puberty,1525
ghetto,2394
gang war,2987
coming of age,10683
woman director,187056
1980s,208289
,
depression,894
party,8508
love,9673
mental institution,11857
dogme 95,12996
mental illness,41329
amazing grace hymn,181100
brother brother relationship,380
sex,572
nudity,2483
paralysis,5859
police,6149
cop,8015
suspense,9937
courtroom,33519
neo-noir,207268
small town,1415
flower,2382
dinner,12997
paris,90
hitman,2708
planned murder,3152
dying and death,3737
friendship,6054
leukemia,8097
juvenile prison,2400
jail,9890
east los angeles,10211
hood,10700
gang,10726
racism,12425
violence,14819
mexican american,164253
lowrider,206319
robbery,642
louvre,2966
woman between two men,7439
bastille,7972
nouvelle vague,155518
marriage,6038
rap music,897
hip-hop,898
wheelchair,2564
jeep,5135
satire,8201
dark comedy,10123
spoof,11931
african american,12532
woman director,187056
child murderer,1468
court,6148
vietnam war,2957
love,9673
woman director,187056
diving,269
treasure,1454
navy,3588
musical,4344
musical,4344
acapulco mexico,207717
captain,1316
charter boat,163526
family,18035
motherhood,176227
paris,90
bridge,3450
teen angst,10049
teenage girl,10809
venezia,206581
date,248
independent film,10183
neighbor,10226
mistaken identity,10325
girl next door,222174
musical,4344
tourist,5159
inspector,5439
promise,6044
fugitive,10718
algiers,156123
love letter,3452
summer,13088
teenager,13130
summer vacation,14714
teen comedy,155722
secret admirer,171612
male nudity,255
female nudity,293
greece,1200
nudity,2483
vacation,6876
greek,8011
independent film,10183
summer,13088
threesome,155262
,
adultery,596
infidelity,1326
red dress,183185
witch,616
loss of mother,936
small town,1415
death penalty,2122
lighthouse,4079
cowardliness,13001
spirit,13153
witch hunt,177894
vatican,716
pope,717
concentration camp,1631
holocaust,1739
schutzstaffel,1799
nazis,2652
nazi germany,11064
doctor,13005
conscience,33674
catholicism,161207
euthanasia,206662
clerk,1443
subjectivity,2722
adolf hitler,3063
interview,4434
nazi germany,11064
remembrance,188293
feminism,2383
documentary,10073
independent film,10183
woman director,187056
,
,
,
war veteran,1543
hand grenade,4709
suspense,9937
classic noir,155436
prisoner,1563
island,2041
volcano,3347
rescue,10084
priest,10093
hospital,11612
quicksand,15140
based on novel,818
sport,6075
disc jockey,635
